theta1;theta2;theta3;theta4;theta5;theta6
62;-357;-189;356;178;-296
-311;212;-357;-205;-163;147
221;115;-22;190;65;175
83;-155;-272;-15;2;-197
57;-172;-323;-158;192;-96
-236;-3;99;-116;359;277
321;325;-344;-27;151;276
-268;-121;-155;-196;40;-22
-170;314;338;-205;-244;-32
-177;-169;354;43;251;-126
-191;163;-261;64;134;318
210;-255;187;-67;-99;288
-31;-240;-112;-324;-293;-242
95;175;201;15;-344;72
-117;205;285;-53;359;238
93;207;348;-231;-48;-61
334;-283;224;-29;91;207
306;308;353;303;-50;200
-58;118;-220;-235;329;350
318;-143;308;22;260;-164
319;14;-13;-166;89;328
-45;269;145;-16;-80;-77
-240;-83;-184;224;-132;44
-149;221;-227;-345;-86;-268
-342;-56;254;-233;-279;-264
-250;17;-1;47;-41;-59
215;-81;56;-104;-32;-74
-254;-246;-346;-24;22;34
-330;225;111;67;159;-74
-206;91;231;51;147;161
100;33;-269;-348;54;-69
301;-277;38;-184;-234;308
-271;218;-115;-284;-104;263
-101;312;182;104;294;-119
-73;142;-184;-132;149;21
346;-97;86;274;24;-271
224;-42;-51;-256;-201;-87
93;139;-110;153;-205;82
-18;-115;177;122;41;164
314;-171;-224;-166;-254;-242
216;-197;-312;-216;301;-144
14;348;15;49;-200;-93
4;-32;308;154;123;-242
-259;-115;-350;33;-92;322
175;-278;-127;81;-14;-230
-209;-232;353;8;360;-195
357;227;-238;212;-89;3
-224;123;199;-259;-338;47
141;181;134;-1;-43;305
-123;29;47;-109;336;-2
275;-6;154;-87;279;176
265;-181;312;-343;204;-249
-308;256;30;14;-258;-312
-210;-112;51;241;323;33
283;218;-257;-65;-234;12
-342;204;99;22;-265;-163
336;13;-1;-155;-129;308
228;239;308;190;153;-352
-90;316;8;-89;59;-305
-55;183;40;-255;-220;321
197;201;35;138;-60;150
118;-322;209;-151;-281;277
59;90;-277;-190;355;256
296;121;203;297;-218;156
-207;151;167;-40;264;196
-220;-51;-306;-236;61;-125
234;175;-355;194;-246;61
350;-353;-50;-36;-309;-8
-298;165;-121;-31;-18;-17
-88;360;108;-317;-230;-85
4;286;-155;57;355;313
30;168;294;311;-158;170
-78;204;-345;-299;-185;-158
-158;-125;143;-133;287;80
-212;323;54;-259;-125;-106
52;140;-30;-147;185;349
-35;-207;114;-244;146;56
-155;-336;-184;113;-178;-23
226;-136;-228;43;-201;-220
-136;110;-91;235;-11;266
78;249;-335;-46;283;-142
-117;-1;-142;-224;100;106
-339;63;115;-310;276;151
7;229;-320;-170;-188;210
-221;254;360;44;-92;356
100;-36;176;-182;225;-29
172;35;49;280;-204;81
-203;191;166;127;-24;-177
-212;43;196;50;5;314
-46;185;-62;200;-67;-107
280;-324;-11;223;-40;32
-23;-271;-180;-39;-225;106
-193;-261;-323;196;149;85
32;-337;52;331;238;-78
225;296;224;-128;114;-281
236;52;-164;-292;-198;-261
-225;-250;-160;123;-283;-4
-315;25;36;242;-31;112
342;160;106;-329;70;-6
-229;284;-250;-29;325;67
-179;195;298;-71;311;124
310;166;66;-281;206;82
-106;89;-18;91;102;280
-307;107;86;-50;-211;101
-320;157;137;-316;90;204
-36;-246;306;326;-82;267
172;332;241;-71;4;106
198;298;146;89;338;-304
-220;182;22;290;-11;344
-197;156;82;10;123;303
-241;-193;205;-165;158;59
284;82;241;191;-151;193
-216;265;74;-48;-112;-322
-131;-142;196;338;-288;327
273;44;-255;161;-291;18
-347;-272;-290;-256;-128;217
342;-96;296;101;-298;17
-268;-326;-200;-206;52;-49
-203;-10;-157;-14;133;-218
-246;270;106;56;54;-88
190;-321;-85;56;139;49
-64;-153;158;209;273;122
-133;-95;-35;299;135;209
120;-319;-314;-212;13;-297
64;109;-101;120;-52;249
-349;180;231;-280;332;-58
26;-24;-159;177;-327;13
-242;231;192;-250;252;-150
161;3;175;-217;224;251
-248;141;89;-360;-3;-62
-321;49;265;328;17;203
-333;-261;-340;226;-126;296
306;319;-34;-221;-261;-14
-314;264;-243;-71;150;-67
184;259;244;127;15;326
176;160;-270;63;-204;-336
360;-88;332;-55;-242;-172
-135;-220;-276;322;-43;358
-61;9;-251;-33;334;-343
-360;23;207;-185;300;57
246;-357;109;-173;165;-116
-253;-100;-351;-354;-80;279
319;-122;-84;-9;83;-279
-139;213;-19;-177;40;334
-243;50;145;138;266;-338
-317;19;-98;25;145;-117
344;108;321;101;-319;-54
-20;329;51;-334;219;-118
-137;15;59;102;38;-343
-45;-201;139;106;-58;280
54;-181;-44;-72;-4;-66
260;295;127;-84;268;-232
-284;-256;-124;228;116;-190
148;192;27;-247;-189;-221
201;339;-102;269;-247;227
-152;-323;-225;127;125;59
-265;138;-347;-280;325;-176
327;5;-44;-183;265;-80
-295;-122;199;236;-320;-140
232;15;170;-62;-192;-256
-160;-158;-59;-338;-53;-322
316;320;52;195;-151;-293
268;-108;117;-101;-242;81
-302;323;90;-159;0;144
212;8;-298;124;-141;325
30;-259;298;-319;-135;-196
264;268;261;-191;-102;1
34;-14;242;-218;-262;-336
205;212;111;138;-330;313
71;-260;193;84;56;5
239;-114;273;-137;132;-357
-117;-31;-152;194;-263;254
208;131;-80;265;-230;-207
333;-48;69;184;139;-40
83;-240;107;-182;11;48
160;-122;354;-131;-237;210
-323;210;261;-284;-235;-350
-155;-355;189;274;213;-169
89;-323;171;-117;131;-128
-206;117;-360;181;171;39
358;-85;253;329;-228;-161
-230;314;129;-113;-14;-4
-88;-48;287;-132;151;215
339;23;-71;246;-241;-19
-239;-207;-39;-8;341;106
333;196;292;-343;311;-187
-244;333;-26;-302;261;-342
281;221;-82;113;-114;-204
251;-298;290;120;-233;80
356;-120;-37;2;-321;38
-38;-227;-277;-263;324;35
-296;235;-17;295;-220;-47
136;276;-25;-302;130;-295
-320;352;-192;225;-258;208
27;-191;-65;-243;-42;-53
-134;319;-183;359;-320;262
62;63;-77;-10;-2;217
-51;76;96;19;-69;137
-54;-188;198;-216;-120;-111
-44;245;215;120;-178;-109
-32;149;-1;-109;221;-236
-206;249;-48;317;204;237
-162;-81;313;-39;-171;171
40;6;-111;-357;-157;249
-134;318;121;-353;171;-86
360;-214;-253;217;336;304
194;-48;-322;332;-248;-259
155;321;177;44;-256;97
92;251;290;-273;-303;30
248;-321;215;-352;-148;-202
346;-294;160;220;-112;332
207;-27;-63;-353;-85;-328
247;-317;-236;352;-114;24
318;-333;-235;-238;200;-336
-7;178;192;-140;-218;1
-339;-51;59;-310;131;268
-325;-310;-93;-229;-315;-125
260;69;-57;1;-108;-268
25;-74;70;-113;-222;-357
-265;26;-247;-52;304;236
350;257;-215;-125;247;-312
214;152;-103;-65;-313;243
-146;286;-140;-67;257;-17
3;131;-159;231;359;182
312;153;104;307;188;-247
250;347;-9;312;24;144
133;333;155;174;-157;267
-272;-78;196;241;6;359
118;-292;141;78;-92;-347
311;-201;-295;34;-48;21
285;-310;-305;-218;101;-130
-286;44;-51;151;114;324
40;-292;-51;-137;166;-218
-247;-197;-209;-74;-358;104
40;302;25;-248;-228;357
210;-66;-199;-79;-50;-308
222;-299;285;274;-282;-308
-45;280;57;340;52;-133
221;-16;91;-208;-330;-294
75;98;-65;141;-205;-305
-191;-246;157;360;-77;-346
93;-233;64;22;-113;155
-108;31;-23;-351;-266;142
-72;-201;-280;-49;-145;100
-301;-301;218;173;-82;350
76;-100;188;158;13;-282
-282;-214;148;136;251;85
208;92;-277;-194;-134;-135
303;-319;144;1;11;-35
241;-19;165;-70;-277;-79
14;148;-329;-196;238;-19
-89;-54;44;-19;-219;247
51;-90;-291;-88;-306;-222
322;222;-271;336;74;127
-186;314;24;-354;339;274
106;-296;102;-308;-144;90
-340;-246;165;23;-219;302
-205;-106;-246;-94;171;-339
44;-203;301;13;-247;238
181;-113;88;80;79;69
-339;-81;320;115;311;278
150;-41;226;256;-226;-106
48;-227;-25;-228;66;203
112;-317;135;117;-322;190
-336;287;149;-296;-120;-261
-188;340;340;221;305;131
104;-2;355;162;-87;-303
168;10;16;227;241;322
-10;-231;-232;70;342;308
39;-152;-198;192;-203;-40
-107;-57;221;-338;-192;294
246;239;-248;-140;171;73
66;297;3;211;220;109
71;-146;336;305;108;-234
-232;-126;96;-156;-142;282
345;254;-3;271;151;327
-174;306;184;115;-199;230
-48;-79;-17;-166;64;339
274;334;11;7;40;252
245;-268;-178;-118;166;131
-125;-101;-123;-24;268;327
46;321;240;-165;-117;-240
336;-64;264;303;207;-112
-311;190;68;46;133;91
174;163;-118;-175;-193;312
-39;186;-64;150;121;299
171;-131;280;-151;302;351
-26;253;-119;-300;358;-165
82;305;-173;-108;194;15
-105;-103;195;-284;-303;330
294;-93;-290;-95;137;300
44;65;-108;-131;-349;-61
310;-120;-142;-262;85;33
306;-208;239;-84;196;-204
277;-38;284;-101;140;64
230;-242;-240;46;52;270
71;1;-141;-99;236;16
45;178;114;354;136;69
185;53;215;305;196;-166
323;262;64;-251;177;62
185;-315;-62;281;271;317
-119;-293;-3;-293;267;-283
101;-118;-133;255;50;-14
98;-177;-285;-101;13;-250
-271;262;-168;-123;-157;152
-343;-357;-301;-150;259;-296
296;-256;126;-207;-127;3
-358;-328;276;-310;68;-115
299;118;-163;-77;-247;179
-334;346;4;119;29;-44
-73;-196;-126;104;162;-342
-106;-93;-275;-236;-44;-206
-100;134;195;-116;-347;-245
-152;-58;-138;-32;-120;-257
-162;15;219;352;129;-218
-261;52;-286;238;230;200
192;183;-178;225;-53;266
-256;325;-250;-332;-81;-152
-115;114;-92;180;172;-121
193;-167;-221;-332;-77;175
165;-10;-266;135;-170;-97
337;-358;-57;191;-121;-354
277;287;-302;179;-347;-302
-161;128;-130;-331;121;53
-232;21;324;325;-292;196
-53;-82;302;22;-203;-154
-159;-289;-89;166;-63;-187
40;-316;-284;-90;326;-297
292;2;-177;-146;76;-257
-274;-277;-336;-317;198;162
287;-221;-137;-194;-351;-282
106;-101;258;-14;-248;-127
67;288;181;159;-264;199
69;353;-349;240;-259;321
-113;75;-312;213;-161;-336
230;198;-266;-272;-116;-80
-168;-335;-85;43;-150;-345
-160;90;-189;-227;199;247
113;-200;59;330;-127;-266
173;309;-96;-273;-246;265
-10;-216;-178;146;192;-10
306;88;-199;232;-238;303
199;303;-198;-45;111;359
-324;-153;-245;303;-280;-308
104;-25;-71;224;-316;-312
325;56;355;-225;325;105
-58;-276;-164;-321;-344;79
314;158;-326;261;-324;226
-138;272;16;-16;-35;-116
-76;-80;66;-293;-77;285
0;298;-245;-149;243;207
305;-208;-104;139;311;-49
79;135;213;264;-40;158
199;-23;87;135;-241;-166
3;-212;-34;219;125;-170
-348;90;125;-71;278;-13
-14;295;-134;-160;260;250
232;63;349;-180;180;-138
-345;-163;354;-87;355;-172
108;156;157;170;-281;-263
62;10;97;298;-102;-52
214;-147;70;241;-298;63
210;-322;-142;-321;-167;-142
-15;167;-73;14;-271;115
-54;258;331;-184;185;339
135;71;-19;-270;-19;133
-59;-108;-213;-220;-211;-275
93;334;342;277;174;187
246;-168;-127;335;-122;248
249;-40;311;-245;-354;243
-113;-270;43;-207;111;-61
-60;152;302;102;-122;158
-204;-131;-242;-222;257;-235
-206;182;253;-128;-43;214
312;-44;-246;216;-195;-339
173;-125;-294;-193;-319;216
-37;-312;343;-141;-210;83
212;124;-205;128;-285;140
224;336;237;275;51;302
-290;-294;146;-268;96;345
-132;51;-142;-118;94;263
-200;-86;-205;-42;-4;190
-250;280;333;322;-76;202
244;189;-80;-112;344;219
-310;119;212;177;0;187
47;198;91;219;33;-181
285;256;64;-323;-3;184
287;-299;5;-348;-217;-91
163;101;347;-80;-272;267
211;255;236;349;-127;-183
-224;-345;-169;-169;300;-11
359;-341;280;-21;-249;109
-107;-288;-104;117;-253;166
-3;-22;51;102;-168;-3
260;139;12;187;-290;-25
175;287;-288;-142;-270;0
189;120;88;-224;-55;328
-263;43;-326;-220;6;-55
309;77;-86;-318;31;19
286;169;70;256;-287;41
-142;315;-58;-342;-191;180
285;166;-153;211;-196;34
-123;124;144;53;144;290
-7;-170;136;244;342;270
-80;-311;64;120;-167;96
199;105;106;-152;208;-151
332;-57;-38;-104;-161;326
-133;-174;-326;-148;-278;177
-170;246;187;-176;139;-291
156;104;277;-96;-242;-231
-43;-118;-127;-290;11;-328
11;-333;-86;61;314;-348
-135;115;-122;-115;206;-196
-315;315;-318;-317;16;343
-326;-34;211;241;-229;-64
289;-77;63;-125;-162;-101
95;-40;117;-14;-83;-90
329;-243;-16;336;308;-351
-346;-45;-323;257;233;-14
110;-176;127;-169;259;-46
288;300;285;13;90;-282
-350;-5;-68;358;360;-146
6;249;56;10;-342;-351
125;255;258;185;-194;17
12;90;3;-134;-338;-327
-2;-322;266;-119;-55;-358
-65;140;-52;-200;271;254
-129;-85;-190;314;-241;92
-259;-248;261;-218;332;-98
-357;256;251;29;-17;-299
-87;17;339;-44;225;286
238;-7;193;-351;-109;-206
93;-122;-216;262;157;-122
322;65;-49;-213;-224;-353
250;-158;-71;156;253;-39
154;280;95;351;-235;92
133;-240;-253;-258;-294;301
255;-103;-294;-121;-312;-297
161;-64;15;-166;161;266
-233;-75;-70;16;-234;-61
-357;300;-49;170;-288;-300
204;305;-195;-34;-211;-283
-299;355;-43;-177;165;-82
63;200;152;322;187;-235
0;-146;261;118;135;-277
79;-99;-68;-222;238;321
290;73;-55;-354;-325;14
-13;-351;-29;-342;194;-49
333;48;269;53;-17;67
315;-351;-158;-306;122;92
-293;122;-282;96;-237;-138
-115;251;-201;227;51;63
119;-240;-31;-101;-276;-169
178;79;-119;-108;-18;-98
165;-6;-319;349;-308;-76
174;140;-352;32;-73;-138
-10;359;328;228;337;-116
276;-91;-227;-178;58;-22
167;233;211;-105;-256;-249
-100;-4;-3;-51;-298;193
5;310;38;-199;135;-157
262;-160;102;14;156;-8
-198;-64;-160;-117;138;162
65;-313;-189;-260;219;219
124;-59;-101;-279;-296;-224
302;198;252;358;179;-323
-346;223;134;305;246;57
193;258;-76;-274;-40;-202
-274;-312;-1;-87;-241;218
-360;8;-157;-140;109;-31
89;-81;-160;-255;12;14
36;-23;102;-84;-212;-333
288;-324;-150;-315;-292;330
22;256;85;191;-295;-67
343;-340;-268;-338;-198;-262
188;-327;-209;342;-167;-82
-317;-212;248;85;168;-259
350;124;283;-184;84;-54
-82;288;248;33;216;-291
-113;29;-40;-290;81;104
58;-47;128;-223;293;351
320;-130;-304;-351;155;288
94;-165;-223;348;-65;87
307;95;-250;-193;316;-5
-11;25;287;-12;-308;191
-12;-239;-149;-163;-150;318
-66;-60;-25;-135;261;40
38;-303;-106;-120;246;-142
-120;215;72;-290;177;-111
-166;-189;250;47;-192;-164
282;9;221;291;144;-6
-64;-5;48;233;10;-213
-9;-335;-338;65;-211;78
-287;-189;243;299;-278;-234
308;281;349;140;167;313
157;-17;64;154;-280;227
-13;132;284;138;-354;-142
34;85;25;-345;26;-347
232;181;-21;195;57;-130
-98;-240;-97;261;-328;333
-348;-9;-85;135;41;280
50;149;5;106;-220;-18
-289;325;-96;257;345;-139
244;-327;266;-119;-143;285
14;-173;318;222;-288;350
-277;17;-286;-298;41;302
-316;274;-6;-114;233;322
108;345;4;292;32;230
268;232;202;276;-338;348
273;107;149;324;-49;296
348;-43;-180;93;71;-353
26;14;304;-234;70;-356
223;62;-156;-194;-291;23
-261;193;-327;-352;234;241
-235;208;-139;311;275;-213
28;166;217;252;-21;263
97;-201;-259;-256;198;1
-122;238;166;-335;214;185
139;0;-220;119;-242;-80
-250;-322;139;-311;51;324
-282;48;-265;-280;219;285
-151;47;-346;-141;295;67
59;265;241;-256;-322;272
-58;-254;-198;-139;190;-134
-346;238;355;346;76;57
-101;268;234;-162;-18;-312
-352;245;-291;3;242;110
87;127;237;-44;-321;-201
275;47;-221;-304;-224;336
-87;167;-272;80;-190;202
-138;-149;278;-124;-266;20
-207;293;-56;-10;-302;334
-15;-237;-318;221;-352;-218
152;1;234;-240;249;-145
60;340;259;160;124;216
220;-108;-345;41;-189;-98
-56;97;250;268;323;283
-276;156;103;-311;199;-135
-103;-273;-175;-77;344;-121
41;195;37;-153;-12;119
325;294;251;192;-265;116
69;-49;162;332;-316;-163
48;197;-196;-2;-207;341
-147;134;-93;-82;-86;40
-123;-176;264;-306;263;243
-24;196;188;-236;334;274
73;-345;-229;-145;31;148
-335;-97;52;-118;-179;46
221;311;241;293;54;322
-331;160;97;-218;149;280
-308;317;90;-133;44;-298
-183;-110;263;-289;172;-157
-274;241;191;192;-292;152
-27;-293;61;231;-256;265
339;-292;-81;194;-148;271
-250;325;33;246;238;-78
-171;197;240;-166;178;84
-67;112;-31;180;-286;-245
40;-61;-121;-206;196;164
246;-251;228;-293;20;-237
98;-255;304;186;309;243
-351;-127;-151;-277;253;345
22;37;26;-125;38;-231
24;-191;-35;-185;256;-324
-222;284;199;-264;-103;34
-263;44;-57;-89;54;255
249;208;-252;84;-234;-26
-329;248;25;304;167;-77
82;78;286;339;54;-115
274;329;176;303;125;315
-260;13;-12;-30;176;-1
-248;123;222;102;-43;-173
63;-136;233;-123;43;293
-319;129;150;324;330;228
262;-240;-125;197;-336;-333
358;-202;120;-32;-164;-149
312;264;-290;-264;125;-61
7;-357;204;-352;131;287
333;-192;-85;56;228;273
-243;34;-338;69;281;-14
-172;-229;265;300;-204;321
25;245;337;352;-95;18
110;-250;-297;-182;-261;157
-351;85;342;62;3;-250
118;151;60;72;-344;180
121;-354;108;-257;110;-121
105;80;223;278;162;40
140;36;-66;-241;-195;-271
-217;-316;282;166;-273;-221
-75;163;-91;-155;-284;214
8;75;-326;-57;245;-76
-64;-158;-189;276;-337;165
-152;76;196;323;-176;-61
-342;-22;94;103;2;-69
48;55;184;-273;125;251
-157;191;-16;-240;193;332
-189;-323;-281;218;-79;52
-255;4;321;289;-60;-33
-129;-289;-50;-134;352;-48
-71;-76;-243;-59;6;-157
110;88;150;-178;-7;-128
106;347;203;-77;-30;37
122;206;-66;140;-158;-262
-352;-334;-106;219;-46;-257
-136;-269;245;-39;-289;319
334;-162;248;273;90;-28
139;-134;12;-112;40;154
-100;-238;108;-117;17;89
129;305;-298;8;70;173
-235;38;139;-344;148;-88
330;75;-57;-99;-334;-235
-70;-187;-269;-51;352;34
5;-144;50;-136;-329;-18
146;150;61;-82;-327;59
-160;-139;11;-113;208;192
-173;-98;-165;-7;-33;299
209;95;-12;-143;288;118
156;-212;234;134;165;177
23;-331;-26;138;215;-28
-302;130;232;320;-280;312
166;-141;27;136;-86;178
320;269;358;-195;-254;-81
-306;9;-307;294;2;-257
50;-291;210;-133;-153;-88
-102;110;-72;3;309;-52
-59;1;269;311;-31;107
195;-109;96;-239;-164;-202
-62;-156;-35;178;-196;-313
-310;-187;224;311;-111;-53
-6;268;128;-3;262;-13
-325;65;-1;316;-357;334
237;184;182;-231;-138;315
-162;257;-7;-265;78;161
58;119;264;-2;-151;359
-4;240;172;5;338;-320
-284;175;-294;95;-14;-12
-56;60;180;-284;-20;-282
-264;-117;-295;297;116;61
-249;64;93;-158;-248;17
-174;-303;-328;-307;-14;28
261;-150;-358;32;86;-92
-24;229;-301;-312;227;-179
-193;-94;-352;-82;223;200
-79;237;-14;-189;196;-57
-341;-98;-48;-6;-154;-19
-37;329;64;-6;-200;106
-115;133;288;-130;-144;-293
-214;339;103;-65;-197;86
258;287;73;118;-40;-256
57;354;-99;17;-107;-351
-48;-182;116;-73;298;-63
-58;-254;0;-82;-143;200
-271;28;254;-93;-106;335
-137;-199;317;117;-68;-69
-8;-121;332;272;3;-283
49;-86;72;-323;142;198
229;280;131;290;262;108
-70;24;-335;-273;48;353
-102;303;-24;-35;330;92
256;-119;33;89;228;-53
-328;211;205;129;325;-76
-269;110;282;-244;23;-26
-160;220;-55;-310;-255;17
-154;-36;211;235;56;203
-104;-337;257;-116;-75;196
321;-270;115;-305;-50;319
75;-316;-173;148;324;-126
-62;130;-355;-47;77;281
64;181;-63;266;109;60
-332;92;-72;-206;-27;134
-166;140;321;-35;-164;208
-58;80;-231;-183;279;-263
-155;-192;-169;-347;-284;104
142;355;264;-333;145;-288
223;-310;106;109;146;-19
-276;213;226;96;-128;3
-261;-71;73;266;-315;135
168;-279;307;-303;-295;213
-277;-357;-348;50;332;-271
-293;111;-204;-184;-230;289
-48;-31;-224;310;213;-231
-205;211;3;-132;-307;173
331;-340;-215;-242;-212;-135
260;6;65;56;-25;-310
-217;-72;44;-50;-25;302
-29;-203;-166;-354;232;310
-2;114;-143;-255;-192;39
172;-237;-204;-42;92;-192
-300;-106;-265;-26;-292;154
-96;190;-18;49;-158;-252
-201;122;-176;-287;124;-224
-98;31;-288;32;11;83
-246;-164;212;-46;-264;-164
113;2;-81;-92;267;104
-33;-350;-181;112;2;-62
191;-179;-179;-4;346;165
-261;86;174;-111;-138;-198
-234;-337;-268;220;-255;342
-222;5;-201;-7;-51;-356
-219;187;-130;-107;124;72
-63;216;137;336;280;81
335;-23;67;-85;218;-63
-167;-174;198;149;-49;-97
267;178;-149;-168;-18;-225
-26;312;16;65;266;-45
-128;184;245;56;120;-32
-273;-14;37;14;38;-144
-85;-82;-149;-354;-194;-227
186;213;-136;-80;-192;-32
317;230;-66;156;-338;241
309;-333;-40;224;-308;-119
-211;276;186;-156;-15;179
-125;-147;254;46;-89;-294
-19;124;-68;108;338;-237
-269;299;161;119;239;81
-154;-325;262;-317;-9;97
157;-107;154;22;-224;-274
105;-264;204;-225;36;90
141;261;37;304;-312;334
263;-326;115;291;-215;-267
89;-343;-119;298;-298;38
259;-64;-65;114;-127;-251
-41;344;244;-166;-165;22
139;-58;76;74;250;-165
-85;258;-211;-261;264;198
190;68;-132;97;179;274
-84;-289;175;-237;192;130
-203;25;81;261;-340;47
-294;-112;192;41;-255;277
-311;-122;-341;-158;-212;195
-293;-205;-297;205;66;-129
92;291;-174;-78;-219;230
-320;-33;-182;-93;-247;64
40;-257;346;171;-283;-294
20;-128;-15;-285;343;193
279;124;232;-203;223;-175
179;-76;-352;-243;-237;-25
-87;-210;-261;136;118;-197
-109;174;-287;227;-80;-142
255;51;-108;15;-133;-6
-40;210;34;-62;-195;-206
221;319;-180;246;-349;-261
250;-134;37;219;-347;-133
-44;-357;-35;41;-184;59
90;-93;-292;175;145;-100
190;152;71;-130;44;-205
-247;20;-138;78;-14;47
-259;-22;-67;-39;140;-183
-193;-269;37;34;-290;-129
-237;255;-105;22;-115;284
-277;244;-161;-185;-109;-243
224;-311;170;187;-315;214
-292;-339;290;172;-291;62
-90;198;237;255;-25;-46
90;297;195;268;-242;282
-65;102;-276;250;297;-248
-249;164;30;-268;241;22
218;-301;-199;254;90;151
-278;306;208;117;-298;230
357;-243;298;77;-200;138
146;324;-330;-277;102;200
-326;133;-54;193;-100;-217
291;-284;54;-186;160;89
-32;204;-117;-251;89;-161
-349;341;-278;-196;-280;341
-250;141;-272;157;294;172
-193;-205;156;207;-67;223
-316;-229;-162;327;-246;-102
-122;232;-249;22;-84;318
326;356;-89;-86;122;-270
-60;-269;6;292;145;23
86;-276;-263;-61;152;152
79;187;61;-78;356;77
308;271;-297;-157;-321;-252
180;-72;144;-297;118;-81
-47;212;-144;-83;273;291
206;-137;-349;-241;-176;-18
-85;-335;357;-282;237;317
241;-242;-225;-102;126;310
-249;313;226;-237;54;-312
341;-192;279;109;-72;-61
-251;-342;-301;-248;343;-240
164;-201;-176;-2;-358;-329
61;274;-212;336;14;113
-218;-294;-36;-145;29;87
-148;-123;-360;-298;328;-226
142;124;-83;194;-174;-209
208;259;-144;234;1;-119
-255;-171;108;-304;224;62
180;109;340;344;145;-273
227;168;311;-290;190;-85
-6;44;-278;-295;34;-292
-254;285;-172;254;-333;24
163;-356;204;-62;-224;122
315;-145;296;-94;24;83
-52;-267;110;195;17;85
-131;67;269;301;-148;64
-62;49;189;70;-65;297
-243;-253;76;231;-85;-8
-173;-208;60;223;-48;1
126;188;13;103;-279;-209
-12;93;265;-237;145;37
313;65;317;272;-93;-40
-198;-5;235;-243;297;255
-300;317;330;322;-126;-216
-112;203;263;331;-189;231
186;-110;-14;335;-301;124
-75;-77;352;13;114;-272
91;-283;-334;39;-241;208
-263;204;-58;-133;-78;289
118;224;264;289;318;109
-84;316;-201;190;289;-8
-102;-201;-197;-180;12;-232
109;-251;-59;192;-169;-182
195;11;322;-14;-119;176
82;87;80;144;82;175
115;333;4;-245;-61;-64
-265;-142;126;-288;294;273
-278;135;-34;248;-221;122
27;-7;-142;322;-306;-117
12;360;-244;-237;-246;-161
166;119;-245;-340;308;176
74;-101;89;-69;107;44
-220;-301;164;15;12;-342
-25;-1;-182;244;312;351
114;-184;-7;97;-319;-298
-222;-188;195;-360;-325;228
-263;-130;-213;-232;-228;330
43;197;249;-16;-343;-126
-209;264;-94;-127;35;-209
-286;-164;-80;148;-51;68
-136;164;-112;342;-63;-15
102;196;-173;-229;345;216
-125;-120;-212;130;-219;-161
98;-287;-302;175;-119;84
-18;180;91;-144;310;-7
-281;228;292;95;-115;35
-301;-109;306;249;-220;224
-163;102;40;48;258;-288
271;165;-41;-211;-248;165
-145;47;40;153;351;-11
178;24;354;-272;326;-265
-273;298;323;119;44;-247
142;-63;61;352;-348;88
-259;219;-302;-123;-175;-307
-164;7;-73;-357;-268;302
-162;182;345;53;-15;-275
36;144;150;-186;-6;38
-43;121;313;110;-240;-187
-83;-129;56;351;-167;56
-150;302;-278;-18;216;235
-91;-150;-90;351;-48;227
-314;-52;-346;-85;-62;43
276;-10;190;123;223;355
238;-211;271;-265;-81;-263
340;-305;197;197;-133;-66
38;-47;-275;191;117;259
313;-22;234;-296;-144;-303
-109;223;144;343;307;-293
-263;-319;82;238;68;-101
340;-171;341;36;-39;287
2;302;312;-278;171;117
192;-266;346;124;272;-321
-6;-9;59;297;183;278
-235;-307;-166;-207;-124;116
-14;-208;239;-201;161;116
-198;174;283;160;-64;155
318;314;48;-335;-317;-225
-89;50;122;292;201;278
111;-269;-359;-235;97;229
-37;223;-340;-335;-84;-139
-130;-194;278;-9;-331;153
104;327;117;-157;201;-307
-152;-122;-214;62;44;-357
138;-146;0;-70;91;110
-314;92;-8;-352;-356;-9
217;149;-192;-68;147;-148
275;-315;89;70;209;72
250;-246;326;118;272;-276
186;-5;-195;7;-256;-300
1;339;-265;338;216;345
300;21;340;-170;6;-10
-2;-128;140;-161;-26;137
-215;28;-83;213;-244;120
-132;-118;-3;82;-148;-326
217;-217;-45;-84;29;-76
-49;-245;-202;-341;23;156
-358;-89;-199;308;-98;276
-286;-344;-341;-245;104;207
-102;-34;-83;286;319;-201
202;-34;16;324;-238;135
-101;-304;-147;182;205;154
-289;-55;299;-55;-274;-163
118;241;-96;319;-248;228
144;104;51;-360;252;183
-282;282;-103;-252;209;24
-139;-62;167;-87;-121;-242
-89;64;-113;-164;-180;257
24;111;-170;285;337;-45
272;257;-241;-347;-71;-113
181;-268;332;-214;13;143
196;118;-149;335;-99;-230
67;-9;-183;319;-10;298
-265;-138;-61;-68;336;-227
185;323;50;-303;-316;94
-216;182;-124;-29;-29;-119
139;92;-277;-319;-49;312
-284;-345;131;169;-186;275
68;64;-62;-304;164;255
-113;269;232;-222;116;-299
103;45;296;236;-103;191
169;-303;6;-141;70;4
-239;223;110;26;281;-321
-151;52;1;165;-20;309
329;123;9;218;-200;277
157;235;-280;45;270;229
-311;34;351;208;-190;-79
-268;-285;-121;177;-63;257
66;128;25;-294;-79;-38
-318;156;-145;358;-300;-350
-217;221;-21;-135;-154;346
186;-266;92;-31;127;149
-235;3;23;26;-61;40
127;8;47;-293;-22;-239
159;348;302;-68;178;-44
251;-39;156;113;-312;82
-190;24;-229;349;139;-151
123;53;229;-180;-192;-166
-206;340;320;283;-336;-144
-113;-206;349;-140;147;-34
318;-87;281;-184;-291;-207
-27;224;102;42;130;-125
